sequence_end_idx,recon_error,is_anomaly,timestamp
61,0.004054332081313629,False,2025-01-01 15:15:00
62,0.004438746759514613,False,2025-01-01 15:30:00
63,0.006076795303101991,False,2025-01-01 15:45:00
64,0.006245275094441227,False,2025-01-01 16:00:00
65,0.0054333720706088405,False,2025-01-01 16:15:00
66,0.00616680064343703,False,2025-01-01 16:30:00
67,0.006694066831062028,False,2025-01-01 16:45:00
68,0.004736716866869398,False,2025-01-01 17:00:00
69,0.004902088984634706,False,2025-01-01 17:15:00
70,0.004864524706173039,False,2025-01-01 17:30:00
71,0.006383025020056854,False,2025-01-01 17:45:00
72,0.006169768101853277,False,2025-01-01 18:00:00
73,0.004049324069289288,False,2025-01-01 18:15:00
74,0.005725880720585172,False,2025-01-01 18:30:00
75,0.0059817478476896484,False,2025-01-01 18:45:00
76,0.0060490136735407585,False,2025-01-01 19:00:00
77,0.0060109534639576825,False,2025-01-01 19:15:00
78,0.006279032279917401,False,2025-01-01 19:30:00
79,0.006946893694909216,False,2025-01-01 19:45:00
80,0.008147163179190352,False,2025-01-01 20:00:00
81,0.0069501140486209565,False,2025-01-01 20:15:00
82,0.00786616037826444,False,2025-01-01 20:30:00
83,0.007632288543554586,False,2025-01-01 20:45:00
84,0.006226677322716737,False,2025-01-01 21:00:00
85,0.006282154890417344,False,2025-01-01 21:15:00
86,0.00548190901717229,False,2025-01-01 21:30:00
87,0.005764732065549947,False,2025-01-01 21:45:00
88,0.003925327129595216,False,2025-01-01 22:00:00
89,0.0038834322110558664,False,2025-01-01 22:15:00
90,0.0038640195712536414,False,2025-01-01 22:30:00
91,0.0038611931075291372,False,2025-01-01 22:45:00
92,0.0027177101793749337,False,2025-01-01 23:00:00
93,0.002853198268601219,False,2025-01-01 23:15:00
94,0.00270621328167992,False,2025-01-01 23:30:00
95,0.0030668807684371886,False,2025-01-01 23:45:00
96,0.003880725877536567,False,2025-01-02 00:00:00
97,0.0029685119494181275,False,2025-01-02 00:15:00
98,0.0031027203650067178,False,2025-01-02 00:30:00
99,0.0032968399479868286,False,2025-01-02 00:45:00
100,0.003649510959210997,False,2025-01-02 01:00:00
101,0.0033999573125155593,False,2025-01-02 01:15:00
102,0.003978367822807515,False,2025-01-02 01:30:00
103,0.003960522635421023,False,2025-01-02 01:45:00
104,0.003625208659509114,False,2025-01-02 02:00:00
105,0.0044132171882288965,False,2025-01-02 02:15:00
106,0.006400205355490021,False,2025-01-02 02:30:00
107,0.0067651678667292854,False,2025-01-02 02:45:00
108,0.006552456529152467,False,2025-01-02 03:00:00
109,0.00697158264999477,False,2025-01-02 03:15:00
110,0.0072119085428176116,False,2025-01-02 03:30:00
111,0.008481678113262378,False,2025-01-02 03:45:00
112,0.0073030389565272025,False,2025-01-02 04:00:00
113,0.007994964820059212,False,2025-01-02 04:15:00
114,0.007267359531238663,False,2025-01-02 04:30:00
115,0.007032289932800001,False,2025-01-02 04:45:00
116,0.004773463439735937,False,2025-01-02 05:00:00
117,0.00504498339676782,False,2025-01-02 05:15:00
118,0.005384316954233945,False,2025-01-02 05:30:00
119,0.005181872590222852,False,2025-01-02 05:45:00
120,0.006729745551214651,False,2025-01-02 06:00:00
121,0.006189081835570223,False,2025-01-02 06:15:00
122,0.0060589152072609825,False,2025-01-02 06:30:00
123,0.005655274924557508,False,2025-01-02 06:45:00
124,0.006776249150313082,False,2025-01-02 07:00:00
125,0.006595169008603935,False,2025-01-02 07:15:00
126,0.0071246274802709685,False,2025-01-02 07:30:00
127,0.007537056339793226,False,2025-01-02 07:45:00
128,0.00757963141844582,False,2025-01-02 08:00:00
129,0.008673076193822484,False,2025-01-02 08:15:00
130,0.00623089133467879,False,2025-01-02 08:30:00
131,0.006451826731647412,False,2025-01-02 08:45:00
132,0.007640116200270264,False,2025-01-02 09:00:00
133,0.007348788557394332,False,2025-01-02 09:15:00
134,0.0071989425802555075,False,2025-01-02 09:30:00
135,0.007049906580355925,False,2025-01-02 09:45:00
136,0.006985370168918634,False,2025-01-02 10:00:00
137,0.006067779546876038,False,2025-01-02 10:15:00
138,0.005840126470952603,False,2025-01-02 10:30:00
139,0.005183610880549178,False,2025-01-02 10:45:00
140,0.0053211713149255435,False,2025-01-02 11:00:00
141,0.005061925425082542,False,2025-01-02 11:15:00
142,0.0035742560621379385,False,2025-01-02 11:30:00
143,0.0036219641180779347,False,2025-01-02 11:45:00
144,0.0037499047711407724,False,2025-01-02 12:00:00
145,0.0037483137901306906,False,2025-01-02 12:15:00
146,0.0035029783777422207,False,2025-01-02 12:30:00
147,0.0031286817247248265,False,2025-01-02 12:45:00
148,0.003955766778560553,False,2025-01-02 13:00:00
149,0.003302262333686376,False,2025-01-02 13:15:00
150,0.0048115414190247705,False,2025-01-02 13:30:00
151,0.00528921477965957,False,2025-01-02 13:45:00
152,0.005651414888289306,False,2025-01-02 14:00:00
153,0.005962390053764798,False,2025-01-02 14:15:00
154,0.006098477442471347,False,2025-01-02 14:30:00
155,0.005402971412868615,False,2025-01-02 14:45:00
156,0.005279710521532742,False,2025-01-02 15:00:00
157,0.005402448691140149,False,2025-01-02 15:15:00
158,0.004676373254298459,False,2025-01-02 15:30:00
159,0.005802816342114127,False,2025-01-02 15:45:00
160,0.0035971206389785225,False,2025-01-02 16:00:00
161,0.003496446957171671,False,2025-01-02 16:15:00
162,0.003822890993881615,False,2025-01-02 16:30:00
163,0.004888369801627032,False,2025-01-02 16:45:00
164,0.006171541646959812,False,2025-01-02 17:00:00
165,0.005883694212385234,False,2025-01-02 17:15:00
166,0.006536791966002797,False,2025-01-02 17:30:00
167,0.006733753402879824,False,2025-01-02 17:45:00
168,0.006060677616912582,False,2025-01-02 18:00:00
169,0.005619113423141447,False,2025-01-02 18:15:00
170,0.006165534452385453,False,2025-01-02 18:30:00
171,0.005267386328311559,False,2025-01-02 18:45:00
172,0.004800648145455497,False,2025-01-02 19:00:00
173,0.004557384627575533,False,2025-01-02 19:15:00
174,0.0028113434612081307,False,2025-01-02 19:30:00
175,0.0035228364835748808,False,2025-01-02 19:45:00
176,0.0025755956270374324,False,2025-01-02 20:00:00
177,0.003124136404203546,False,2025-01-02 20:15:00
178,0.005622736597577074,False,2025-01-02 20:30:00
179,0.00558931826442483,False,2025-01-02 20:45:00
180,0.0054571773010452474,False,2025-01-02 21:00:00
181,0.005439028807521712,False,2025-01-02 21:15:00
182,0.00711556592057846,False,2025-01-02 21:30:00
183,0.00803150853995789,False,2025-01-02 21:45:00
184,0.00804610787709111,False,2025-01-02 22:00:00
185,0.008067558052297705,False,2025-01-02 22:15:00
186,0.008728205538868966,False,2025-01-02 22:30:00
187,0.00782586181890176,False,2025-01-02 22:45:00
188,0.0065872262416434265,False,2025-01-02 23:00:00
189,0.006635413480283124,False,2025-01-02 23:15:00
190,0.006748577766787707,False,2025-01-02 23:30:00
191,0.008203205212679199,False,2025-01-02 23:45:00
192,0.007160622854533868,False,2025-01-03 00:00:00
193,0.005974309568058042,False,2025-01-03 00:15:00
194,0.009556127621549152,False,2025-01-03 00:30:00
195,0.00849273980289209,False,2025-01-03 00:45:00
196,0.009231057349997527,False,2025-01-03 01:00:00
197,0.008852638917015265,False,2025-01-03 01:15:00
198,0.009214938535066806,False,2025-01-03 01:30:00
199,0.0081681355985897,False,2025-01-03 01:45:00
200,0.007714569988493548,False,2025-01-03 02:00:00
201,0.008008864248838657,False,2025-01-03 02:15:00
202,0.009851501237513754,False,2025-01-03 02:30:00
203,0.00990559057959305,False,2025-01-03 02:45:00
204,0.008616266744963722,False,2025-01-03 03:00:00
205,0.009513772981660538,False,2025-01-03 03:15:00
206,0.010145537798849741,False,2025-01-03 03:30:00
207,0.010042852910758664,False,2025-01-03 03:45:00
208,0.009352701824878802,False,2025-01-03 04:00:00
209,0.009313363949030849,False,2025-01-03 04:15:00
210,0.00830456066244299,False,2025-01-03 04:30:00
211,0.007677407181989176,False,2025-01-03 04:45:00
212,0.006786652382758221,False,2025-01-03 05:00:00
213,0.005802875125222778,False,2025-01-03 05:15:00
214,0.005458147853507553,False,2025-01-03 05:30:00
215,0.0046072675929428025,False,2025-01-03 05:45:00
216,0.004627115259770706,False,2025-01-03 06:00:00
217,0.004274383189687238,False,2025-01-03 06:15:00
218,0.005537495619491963,False,2025-01-03 06:30:00
219,0.007155799320633489,False,2025-01-03 06:45:00
220,0.007514734090043695,False,2025-01-03 07:00:00
221,0.007218482821464181,False,2025-01-03 07:15:00
222,0.007066719879401838,False,2025-01-03 07:30:00
223,0.008239331004617285,False,2025-01-03 07:45:00
224,0.008197411224363894,False,2025-01-03 08:00:00
225,0.00752852102541441,False,2025-01-03 08:15:00
226,0.008780918628623123,False,2025-01-03 08:30:00
227,0.007506820981529652,False,2025-01-03 08:45:00
228,0.006271978020988394,False,2025-01-03 09:00:00
229,0.006468169280298394,False,2025-01-03 09:15:00
230,0.0061129835711519935,False,2025-01-03 09:30:00
231,0.005738862052443826,False,2025-01-03 09:45:00
232,0.006371438880785773,False,2025-01-03 10:00:00
233,0.007031984724312235,False,2025-01-03 10:15:00
234,0.007513384949403826,False,2025-01-03 10:30:00
235,0.008019582785707708,False,2025-01-03 10:45:00
236,0.00640548177792076,False,2025-01-03 11:00:00
237,0.006264799411697053,False,2025-01-03 11:15:00
238,0.0056151086864403895,False,2025-01-03 11:30:00
239,0.005459177187138205,False,2025-01-03 11:45:00
240,0.005444861163618158,False,2025-01-03 12:00:00
241,0.005730596909777348,False,2025-01-03 12:15:00
242,0.007241748109045662,False,2025-01-03 12:30:00
243,0.005073133549322828,False,2025-01-03 12:45:00
244,0.005274572673399948,False,2025-01-03 13:00:00
245,0.004811112555511641,False,2025-01-03 13:15:00
246,0.004692016231963535,False,2025-01-03 13:30:00
247,0.004926235451242473,False,2025-01-03 13:45:00
248,0.006198307350256096,False,2025-01-03 14:00:00
249,0.006405155030207754,False,2025-01-03 14:15:00
250,0.006065504119721792,False,2025-01-03 14:30:00
251,0.006271554316918934,False,2025-01-03 14:45:00
252,0.008325315952200669,False,2025-01-03 15:00:00
253,0.007618287372929006,False,2025-01-03 15:15:00
254,0.007629998556392853,False,2025-01-03 15:30:00
255,0.010171989148827203,False,2025-01-03 15:45:00
256,0.010787952163923125,False,2025-01-03 16:00:00
257,0.010981061681296516,False,2025-01-03 16:15:00
258,0.009996930035263996,False,2025-01-03 16:30:00
259,0.009502960317335565,False,2025-01-03 16:45:00
260,0.01054200871325681,False,2025-01-03 17:00:00
261,0.010778515386739218,False,2025-01-03 17:15:00
262,0.007254739012850256,False,2025-01-03 17:30:00
263,0.00709422638085058,False,2025-01-03 17:45:00
264,0.0075562683546023315,False,2025-01-03 18:00:00
265,0.005089073057310476,False,2025-01-03 18:15:00
266,0.004257465951265148,False,2025-01-03 18:30:00
267,0.003946579848470616,False,2025-01-03 18:45:00
268,0.0036427555622901412,False,2025-01-03 19:00:00
269,0.0031616806439804697,False,2025-01-03 19:15:00
270,0.0025401801251635466,False,2025-01-03 19:30:00
271,0.0025097944822681283,False,2025-01-03 19:45:00
272,0.0023439605015535808,False,2025-01-03 20:00:00
273,0.0031296731581822237,False,2025-01-03 20:15:00
274,0.0029138305333374663,False,2025-01-03 20:30:00
275,0.0027595776242655403,False,2025-01-03 20:45:00
276,0.0029091526278749434,False,2025-01-03 21:00:00
277,0.002842460824775855,False,2025-01-03 21:15:00
278,0.003189270610402248,False,2025-01-03 21:30:00
279,0.0029393556829655715,False,2025-01-03 21:45:00
280,0.00320016367657954,False,2025-01-03 22:00:00
281,0.002738075686340662,False,2025-01-03 22:15:00
282,0.0033970610584781943,False,2025-01-03 22:30:00
283,0.0035475277913577822,False,2025-01-03 22:45:00
284,0.003733255191735004,False,2025-01-03 23:00:00
285,0.003939973795365187,False,2025-01-03 23:15:00
286,0.004069763855737029,False,2025-01-03 23:30:00
287,0.004207691070163419,False,2025-01-03 23:45:00
288,0.004295736925726272,False,2025-01-04 00:00:00
289,0.00478832234113077,False,2025-01-04 00:15:00
290,0.005187694641560834,False,2025-01-04 00:30:00
291,0.006316735438022994,False,2025-01-04 00:45:00
292,0.0060795654443842675,False,2025-01-04 01:00:00
293,0.005434969887193666,False,2025-01-04 01:15:00
294,0.0061575191285154,False,2025-01-04 01:30:00
295,0.006543332927755077,False,2025-01-04 01:45:00
296,0.006831559476673707,False,2025-01-04 02:00:00
297,0.007656542631838109,False,2025-01-04 02:15:00
298,0.005976569206389598,False,2025-01-04 02:30:00
299,0.005622927149403029,False,2025-01-04 02:45:00
300,0.00498701641421002,False,2025-01-04 03:00:00
301,0.0045432680638965856,False,2025-01-04 03:15:00
302,0.004942028598211404,False,2025-01-04 03:30:00
303,0.00513692652143777,False,2025-01-04 03:45:00
304,0.007228726169627194,False,2025-01-04 04:00:00
305,0.013456111006920754,False,2025-01-04 04:15:00
306,0.01357114096240757,False,2025-01-04 04:30:00
307,0.013331368936913723,False,2025-01-04 04:45:00
308,0.01333611107056496,False,2025-01-04 05:00:00
309,0.013016988785650042,False,2025-01-04 05:15:00
310,0.012933942895210849,False,2025-01-04 05:30:00
311,0.013429421899977262,False,2025-01-04 05:45:00
312,0.013628009988611248,False,2025-01-04 06:00:00
313,0.013278425981626063,False,2025-01-04 06:15:00
314,0.010515283693372093,False,2025-01-04 06:30:00
315,0.004772625057890697,False,2025-01-04 06:45:00
316,0.006545180534161655,False,2025-01-04 07:00:00
317,0.006555187414041125,False,2025-01-04 07:15:00
318,0.006809378022486393,False,2025-01-04 07:30:00
319,0.007250923935642977,False,2025-01-04 07:45:00
320,0.007068456327343031,False,2025-01-04 08:00:00
321,0.005767045599018789,False,2025-01-04 08:15:00
322,0.004256992762076063,False,2025-01-04 08:30:00
323,0.005349163786026242,False,2025-01-04 08:45:00
324,0.0058648715073474425,False,2025-01-04 09:00:00
325,0.006510715150475616,False,2025-01-04 09:15:00
326,0.005188812961346417,False,2025-01-04 09:30:00
327,0.004888440107738343,False,2025-01-04 09:45:00
328,0.005951459809597706,False,2025-01-04 10:00:00
329,0.0056807375921399065,False,2025-01-04 10:15:00
330,0.005952835372754546,False,2025-01-04 10:30:00
331,0.0071771580860463206,False,2025-01-04 10:45:00
332,0.007207338977891923,False,2025-01-04 11:00:00
333,0.005519942100366824,False,2025-01-04 11:15:00
334,0.005432760767431222,False,2025-01-04 11:30:00
335,0.004158713035902156,False,2025-01-04 11:45:00
336,0.00412698958809232,False,2025-01-04 12:00:00
337,0.004063401167835862,False,2025-01-04 12:15:00
338,0.0034897371151490623,False,2025-01-04 12:30:00
339,0.00349054606197075,False,2025-01-04 12:45:00
340,0.002730682758550234,False,2025-01-04 13:00:00
341,0.001890129575483289,False,2025-01-04 13:15:00
342,0.001718971652650829,False,2025-01-04 13:30:00
343,0.0018115328003980365,False,2025-01-04 13:45:00
344,0.001957936345226851,False,2025-01-04 14:00:00
345,0.0021800979417234633,False,2025-01-04 14:15:00
346,0.0017042490050366052,False,2025-01-04 14:30:00
347,0.003131933067925008,False,2025-01-04 14:45:00
348,0.0035832437835741763,False,2025-01-04 15:00:00
349,0.0035566248796784355,False,2025-01-04 15:15:00
350,0.0073648442076277975,False,2025-01-04 15:30:00
351,0.007652801747783962,False,2025-01-04 15:45:00
352,0.008116275783961268,False,2025-01-04 16:00:00
353,0.008517994714063698,False,2025-01-04 16:15:00
354,0.010315240485918139,False,2025-01-04 16:30:00
355,0.010051884513743716,False,2025-01-04 16:45:00
356,0.012992986959449757,False,2025-01-04 17:00:00
357,0.01219496946004275,False,2025-01-04 17:15:00
358,0.013208020607112078,False,2025-01-04 17:30:00
359,0.0147138873690181,False,2025-01-04 17:45:00
360,0.009582306255736707,False,2025-01-04 18:00:00
361,0.010431249926126398,False,2025-01-04 18:15:00
362,0.010703856361650329,False,2025-01-04 18:30:00
363,0.009476548439695498,False,2025-01-04 18:45:00
364,0.009260347965448616,False,2025-01-04 19:00:00
365,0.01119363316621591,False,2025-01-04 19:15:00
366,0.007993068624370247,False,2025-01-04 19:30:00
367,0.010218242476218062,False,2025-01-04 19:45:00
368,0.008884075012403785,False,2025-01-04 20:00:00
369,0.0073153874076605785,False,2025-01-04 20:15:00
370,0.007476618134306101,False,2025-01-04 20:30:00
371,0.006993789569755843,False,2025-01-04 20:45:00
372,0.007672053600713677,False,2025-01-04 21:00:00
373,0.00844427600796957,False,2025-01-04 21:15:00
374,0.007503219691282263,False,2025-01-04 21:30:00
375,0.005539760236186606,False,2025-01-04 21:45:00
376,0.005475336889066594,False,2025-01-04 22:00:00
377,0.004177149216242468,False,2025-01-04 22:15:00
378,0.003971720548879853,False,2025-01-04 22:30:00
379,0.0037327750895644286,False,2025-01-04 22:45:00
380,0.004750620907258164,False,2025-01-04 23:00:00
381,0.006037472950509973,False,2025-01-04 23:15:00
382,0.0059700777915718565,False,2025-01-04 23:30:00
383,0.005768693759001406,False,2025-01-04 23:45:00
384,0.005190481676278018,False,2025-01-05 00:00:00
385,0.0054755852241696445,False,2025-01-05 00:15:00
386,0.004822715290510595,False,2025-01-05 00:30:00
387,0.0059558209799940465,False,2025-01-05 00:45:00
388,0.006352323530164061,False,2025-01-05 01:00:00
389,0.0066006011456951315,False,2025-01-05 01:15:00
390,0.006591980679559929,False,2025-01-05 01:30:00
391,0.005875200116829931,False,2025-01-05 01:45:00
392,0.006841553076266868,False,2025-01-05 02:00:00
393,0.0070292362220456765,False,2025-01-05 02:15:00
394,0.007138763017346586,False,2025-01-05 02:30:00
395,0.0064194137568464775,False,2025-01-05 02:45:00
396,0.006649232238060477,False,2025-01-05 03:00:00
397,0.006496092093264702,False,2025-01-05 03:15:00
398,0.005807225117760116,False,2025-01-05 03:30:00
399,0.0059687863404938955,False,2025-01-05 03:45:00
400,0.005029555682363794,False,2025-01-05 04:00:00
401,0.005419957448061063,False,2025-01-05 04:15:00
402,0.004539613911629456,False,2025-01-05 04:30:00
403,0.004557520575012709,False,2025-01-05 04:45:00
404,0.005459521085662393,False,2025-01-05 05:00:00
405,0.006008432409491106,False,2025-01-05 05:15:00
406,0.00572361933778951,False,2025-01-05 05:30:00
407,0.0050494445106291684,False,2025-01-05 05:45:00
408,0.0046367816123995915,False,2025-01-05 06:00:00
409,0.004158157950635959,False,2025-01-05 06:15:00
410,0.0040939132698844935,False,2025-01-05 06:30:00
411,0.003941586927469145,False,2025-01-05 06:45:00
412,0.005352762355067924,False,2025-01-05 07:00:00
413,0.0063533136853103815,False,2025-01-05 07:15:00
414,0.006012685159544096,False,2025-01-05 07:30:00
415,0.004672331575479621,False,2025-01-05 07:45:00
416,0.004940481215956527,False,2025-01-05 08:00:00
417,0.006565821537637026,False,2025-01-05 08:15:00
418,0.006351328980280327,False,2025-01-05 08:30:00
419,0.006524307128758025,False,2025-01-05 08:45:00
420,0.007031436449954654,False,2025-01-05 09:00:00
421,0.0067658924489542955,False,2025-01-05 09:15:00
422,0.006620203356792481,False,2025-01-05 09:30:00
423,0.006320942513466865,False,2025-01-05 09:45:00
424,0.006500713834452202,False,2025-01-05 10:00:00
425,0.006236149524193856,False,2025-01-05 10:15:00
426,0.005665250719334313,False,2025-01-05 10:30:00
427,0.005801215933101557,False,2025-01-05 10:45:00
428,0.006521377959686614,False,2025-01-05 11:00:00
429,0.006364112357067306,False,2025-01-05 11:15:00
430,0.0056921872603821946,False,2025-01-05 11:30:00
431,0.009115120243102435,False,2025-01-05 11:45:00
432,0.008461483413297225,False,2025-01-05 12:00:00
433,0.008140865739875255,False,2025-01-05 12:15:00
434,0.007934094703576663,False,2025-01-05 12:30:00
435,0.007835298961053075,False,2025-01-05 12:45:00
436,0.0077474224553504435,False,2025-01-05 13:00:00
437,0.006077891084362342,False,2025-01-05 13:15:00
438,0.0044945302486549665,False,2025-01-05 13:30:00
439,0.005121570468066457,False,2025-01-05 13:45:00
440,0.006797347053331603,False,2025-01-05 14:00:00
441,0.004818171368387361,False,2025-01-05 14:15:00
442,0.004989439523361072,False,2025-01-05 14:30:00
443,0.005371945309951942,False,2025-01-05 14:45:00
444,0.006327433078460299,False,2025-01-05 15:00:00
445,0.0064181705450666125,False,2025-01-05 15:15:00
446,0.005589860712786339,False,2025-01-05 15:30:00
447,0.005615810030978404,False,2025-01-05 15:45:00
448,0.007048363089787096,False,2025-01-05 16:00:00
449,0.007121213066607368,False,2025-01-05 16:15:00
450,0.005529591465744553,False,2025-01-05 16:30:00
451,0.0063406411635052685,False,2025-01-05 16:45:00
452,0.0057272373009313385,False,2025-01-05 17:00:00
453,0.004742096397737768,False,2025-01-05 17:15:00
454,0.0046462298255163185,False,2025-01-05 17:30:00
455,0.004939488032414646,False,2025-01-05 17:45:00
456,0.005416614535609953,False,2025-01-05 18:00:00
457,0.0068603915226716616,False,2025-01-05 18:15:00
458,0.00510024658699606,False,2025-01-05 18:30:00
459,0.004573263734063832,False,2025-01-05 18:45:00
460,0.004438207458368834,False,2025-01-05 19:00:00
461,0.004466002578900303,False,2025-01-05 19:15:00
462,0.004038356744941493,False,2025-01-05 19:30:00
463,0.004710847533919807,False,2025-01-05 19:45:00
464,0.004302042008032048,False,2025-01-05 20:00:00
465,0.004527794812659354,False,2025-01-05 20:15:00
466,0.0039959565253053,False,2025-01-05 20:30:00
467,0.003273512594853055,False,2025-01-05 20:45:00
468,0.0034231309714825645,False,2025-01-05 21:00:00
469,0.0034329699787481573,False,2025-01-05 21:15:00
470,0.00359774129117472,False,2025-01-05 21:30:00
471,0.003640006122481259,False,2025-01-05 21:45:00
472,0.003573806995915957,False,2025-01-05 22:00:00
473,0.005693222099196669,False,2025-01-05 22:15:00
474,0.005958733873731142,False,2025-01-05 22:30:00
475,0.0058509354070381756,False,2025-01-05 22:45:00
476,0.006786276059129989,False,2025-01-05 23:00:00
477,0.007085776684632282,False,2025-01-05 23:15:00
478,0.007401908570330684,False,2025-01-05 23:30:00
479,0.007279928870982821,False,2025-01-05 23:45:00
480,0.007690698681097732,False,2025-01-06 00:00:00
481,0.00902758002510662,False,2025-01-06 00:15:00
482,0.010244125279949322,False,2025-01-06 00:30:00
483,0.00829135539441514,False,2025-01-06 00:45:00
484,0.007360046559856795,False,2025-01-06 01:00:00
485,0.01087457177261795,False,2025-01-06 01:15:00
486,0.010056313434924418,False,2025-01-06 01:30:00
487,0.010294407035667235,False,2025-01-06 01:45:00
488,0.010078748277600975,False,2025-01-06 02:00:00
489,0.009932907766869063,False,2025-01-06 02:15:00
490,0.00920966653626585,False,2025-01-06 02:30:00
491,0.007738104363755316,False,2025-01-06 02:45:00
492,0.006755988532290799,False,2025-01-06 03:00:00
493,0.007298201847018707,False,2025-01-06 03:15:00
494,0.00817276740389126,False,2025-01-06 03:30:00
495,0.005017801781062387,False,2025-01-06 03:45:00
496,0.005507280103667441,False,2025-01-06 04:00:00
497,0.004862212649409071,False,2025-01-06 04:15:00
498,0.005415597508918653,False,2025-01-06 04:30:00
499,0.00475996460987275,False,2025-01-06 04:45:00
500,0.005207265792959531,False,2025-01-06 05:00:00
501,0.0060491066885565836,False,2025-01-06 05:15:00
502,0.005815477448547093,False,2025-01-06 05:30:00
503,0.00634475087168862,False,2025-01-06 05:45:00
504,0.006095684184986171,False,2025-01-06 06:00:00
505,0.0058176600037768604,False,2025-01-06 06:15:00
506,0.011240954049884152,False,2025-01-06 06:30:00
507,0.010813828495965506,False,2025-01-06 06:45:00
508,0.01152022029865841,False,2025-01-06 07:00:00
509,0.012438133922045685,False,2025-01-06 07:15:00
510,0.012994876111352444,False,2025-01-06 07:30:00
511,0.011586166182056708,False,2025-01-06 07:45:00
512,0.012119190505669394,False,2025-01-06 08:00:00
513,0.010873886180819501,False,2025-01-06 08:15:00
514,0.010722076999926675,False,2025-01-06 08:30:00
515,0.01044367555799729,False,2025-01-06 08:45:00
516,0.006184432463601798,False,2025-01-06 09:00:00
517,0.006460767313655513,False,2025-01-06 09:15:00
518,0.008417383089118002,False,2025-01-06 09:30:00
519,0.00781482669906638,False,2025-01-06 09:45:00
520,0.006778062548205177,False,2025-01-06 10:00:00
521,0.010682863390799767,False,2025-01-06 10:15:00
522,0.010297695551115165,False,2025-01-06 10:30:00
523,0.011001035157742764,False,2025-01-06 10:45:00
524,0.011981435510069216,False,2025-01-06 11:00:00
525,0.011544159921820571,False,2025-01-06 11:15:00
526,0.010530280211680076,False,2025-01-06 11:30:00
527,0.010396946361063187,False,2025-01-06 11:45:00
528,0.007410258151714558,False,2025-01-06 12:00:00
529,0.0075709824617408395,False,2025-01-06 12:15:00
530,0.007473487134931654,False,2025-01-06 12:30:00
531,0.0034419829766332037,False,2025-01-06 12:45:00
532,0.004255342989580881,False,2025-01-06 13:00:00
533,0.004462203930569579,False,2025-01-06 13:15:00
534,0.0042606189684079605,False,2025-01-06 13:30:00
535,0.004294528078105304,False,2025-01-06 13:45:00
536,0.004815794423343972,False,2025-01-06 14:00:00
537,0.004907016976328094,False,2025-01-06 14:15:00
538,0.004408978117707444,False,2025-01-06 14:30:00
539,0.004127841398993273,False,2025-01-06 14:45:00
540,0.004244831128511329,False,2025-01-06 15:00:00
